id,lon,lat
486,2.244992,48.880643
487,2.244992,48.880643
488,2.432908,48.797861
489,2.432908,48.797861
490,2.199466,48.827906
491,2.199466,48.827906
492,2.069517,48.799693
493,2.069517,48.799693
494,2.323457,48.941725
495,2.604141,48.918367
496,2.323457,48.941725
497,2.321018,48.92301
498,2.23608,48.87624
499,2.23608,48.87624
500,2.23608,48.87624
501,2.23608,48.87624
502,2.23608,48.87624
503,2.23608,48.87624
504,2.321018,48.92301
505,2.232187,48.887726
506,2.321018,48.92301
507,2.321018,48.92301
508,2.321018,48.92301
509,2.321018,48.92301
510,2.307748,48.920737
511,2.307748,48.920737
512,2.232187,48.887726
513,2.232187,48.887726
514,2.323457,48.941725
515,2.604141,48.918367
516,2.323457,48.941725
517,2.323457,48.941725
518,2.441778,48.804958
519,2.441778,48.804958
520,2.629187,48.869505
521,2.629187,48.869505
522,2.36695,49.087523
523,2.232187,48.887726
524,2.36695,49.087523
525,2.290551,48.821902
526,2.290551,48.821902
527,2.232187,48.887726
528,2.232187,48.887726
529,2.23971,48.879812
530,2.23971,48.879812
531,2.637631,48.873611
532,2.518227,48.923959
533,2.313149,48.790097
534,2.265278,48.819562
535,2.209007,48.863623
536,2.209007,48.863623
537,2.209007,48.863623
538,2.221831,48.8768
539,2.221831,48.8768
540,2.221831,48.8768
541,2.221831,48.8768
542,2.221831,48.8768
543,2.31427,48.805902
544,2.307748,48.920737
545,2.313149,48.790097
546,2.313149,48.790097
547,2.313149,48.790097
548,2.456492,48.808336
549,2.313149,48.790097
550,2.321975,48.80181
551,2.321975,48.80181
552,2.321975,48.80181
553,2.321975,48.80181
554,2.321975,48.80181
555,2.321975,48.80181
556,2.304591,48.799297
557,2.304591,48.799297
558,2.304591,48.799297
559,2.304591,48.799297
560,2.304591,48.799297
561,2.31427,48.805902
562,2.265278,48.819562
563,2.456492,48.808336
564,2.518227,48.923959
565,2.326942,48.762217
566,2.149957,48.833635
567,2.149957,48.833635
568,2.064108,48.803135
569,2.064108,48.803135
570,2.169688,48.846574
571,2.169688,48.846574
572,2.513673,48.748812
573,2.513673,48.748812
574,2.569549,48.929952
575,2.569549,48.929952
576,2.569549,48.934912
577,2.569549,48.934912
578,2.326942,48.762217
579,2.288179,49.003723
580,2.213168,48.821562
581,2.288179,49.003723
582,2.216118,48.751964
583,2.216118,48.751964
584,2.637631,48.873611
585,2.313813,48.919804
586,2.313813,48.919804
587,2.313813,48.919804
588,2.313813,48.919804
589,2.642232,48.974569
590,2.642232,48.974569
591,2.612309,48.98021
592,2.612309,48.98021
593,2.213168,48.821562
594,2.307748,48.920737
595,2.152096,48.837186
596,2.307748,48.920737
597,2.310159,48.968482
598,2.545659,48.799648
599,2.532549,48.801016
600,2.532549,48.801016
601,2.215126,48.857159
602,2.215126,48.857159
603,2.310159,48.968482
604,2.317644,48.902349
605,2.308363,48.900249
606,2.317644,48.902349
607,2.317644,48.902349
608,2.317644,48.902349
609,2.317644,48.902349
610,2.308363,48.900249
611,2.308363,48.900249
612,2.545659,48.799648
613,2.531936,48.798856
614,2.531936,48.798856
615,2.185283,48.805695
616,2.185283,48.805695
617,2.164518,48.840307
618,2.164518,48.840307
619,2.217007,48.850512
620,2.217007,48.850512
621,2.217007,48.850512
622,2.217007,48.850512
623,2.171623,48.802012
624,2.171623,48.802012
625,2.163266,48.806434
626,2.163266,48.806434
627,2.163266,48.806434
628,2.163266,48.806434
629,2.308363,48.900249
630,2.308363,48.900249
631,2.524608,48.905451
632,2.152096,48.837186
633,2.306583,48.972892
634,2.306583,48.972892
635,2.306583,48.972892
636,2.152096,48.837186
637,2.152096,48.837186
638,2.152096,48.837186
639,2.277644,48.819004
640,2.308363,48.900249
641,2.277644,48.819004
642,2.277644,48.819004
643,2.277644,48.819004
644,2.277644,48.819004
645,2.252027,48.821956
646,2.31427,48.805902
647,2.306583,48.972892
648,2.306583,48.972892
649,2.306583,48.972892
650,2.304623,48.904369
651,2.304623,48.904369
652,2.304623,48.904369
653,2.304623,48.904369
654,2.304623,48.904369
655,2.309161,48.909744
656,2.309161,48.909744
657,2.309161,48.909744
658,2.309161,48.909744
659,2.2987,48.901286
660,2.2987,48.901286
661,2.2987,48.901286
662,2.2987,48.901286
663,2.2987,48.901286
664,2.524608,48.905451
665,2.517099,48.91367
666,2.297148,48.92004
667,2.303511,48.946266
668,2.301197,48.930646
669,2.301197,48.930646
670,2.301197,48.930646
671,2.301197,48.930646
672,2.301197,48.930646
673,2.303511,48.946266
674,2.303511,48.946266
675,2.512814,48.892332
676,2.303511,48.946266
677,2.303511,48.946266
678,2.227715,48.787877
679,2.227715,48.787877
680,2.240595,48.80806
681,2.513482,48.894296
682,2.306643,48.933824
683,2.306643,48.933824
684,2.306643,48.933824
685,2.306643,48.933824
686,2.306643,48.933824
687,2.306643,48.933824
688,2.294767,48.922874
689,2.294767,48.922874
690,2.294767,48.922874
691,2.294767,48.922874
692,2.294767,48.922874
693,2.294767,48.922874
694,2.297148,48.92004
695,2.297148,48.92004
696,2.297148,48.92004
697,2.297148,48.92004
698,2.297148,48.92004
699,2.513482,48.894296
700,2.512814,48.892332
701,2.517099,48.91367
702,2.203739,48.842105
703,2.156808,48.838145
704,2.156808,48.838145
705,2.53094,48.7965
706,2.53094,48.7965
707,2.219264,48.841715
708,2.219264,48.841715
709,2.203739,48.842105
710,2.604149,48.916773
711,2.380766,48.97929
712,2.380766,48.97929
713,2.336956,49.032846
714,2.336956,49.032846
715,2.326929,49.027391
716,2.326929,49.027391
717,2.246242,48.8288
718,2.246242,48.8288
719,2.536884,48.919073
720,2.536884,48.919073
721,2.54441,48.922985
722,2.54441,48.922985
723,2.508051,48.902835
724,2.508051,48.902835
725,2.51808,48.909806
726,2.51808,48.909806
727,2.339881,49.033346
728,2.339881,49.033346
729,2.299287,48.810455
730,2.299287,48.810455
731,2.298238,48.806568
732,2.298238,48.806568
733,2.604149,48.916773
734,2.31427,48.805902
735,2.141333,48.766087
736,2.31427,48.805902
737,2.229802,48.642808
738,2.230882,48.950894
739,2.339336,48.705907
740,2.339336,48.705907
741,2.324774,48.700535
742,2.324774,48.700535
743,2.519994,48.902239
744,2.519994,48.902239
745,2.322788,48.972669
746,2.322788,48.972669
747,2.320497,48.965586
748,2.320497,48.965586
749,2.388748,49.006074
750,2.388748,49.006074
751,2.229802,48.642808
752,2.48729,48.873236
753,2.044941,48.811271
754,2.48729,48.873236
755,2.413664,49.000478
756,2.413664,49.000478
757,2.392918,49.004398
758,2.392918,49.004398
759,2.514428,49.003741
760,2.514428,49.003741
761,2.325135,48.975383
762,2.325135,48.975383
763,2.04919,48.814008
764,2.04919,48.814008
765,2.314644,48.965435
766,2.314644,48.965435
767,2.324662,48.961764
768,2.230882,48.950894
769,2.046263,48.811175
770,2.046263,48.811175
771,2.238681,48.90954
772,2.184659,48.827427
773,2.181596,48.827704
774,2.181596,48.827704
775,2.194656,48.822302
776,2.194656,48.822302
777,2.253396,48.915111
778,2.253396,48.915111
779,2.279536,48.972823
780,2.279536,48.972823
781,2.486329,48.870292
782,2.486329,48.870292
783,2.371545,48.812103
784,2.371545,48.812103
785,2.399729,48.814589
786,2.399729,48.814589
787,2.642961,48.866405
788,2.642961,48.866405
789,2.468985,48.882559
790,2.468985,48.882559
791,2.196674,48.82341
792,2.196674,48.82341
793,2.188821,48.822768
794,2.188821,48.822768
795,2.223943,48.87384
796,2.223943,48.87384
797,2.201931,48.863165
798,2.201931,48.863165
799,2.238681,48.90954
800,2.199478,48.976976
801,2.324662,48.961764
802,2.241634,48.832916
803,2.241634,48.832916
804,2.330149,48.760628
805,2.640491,48.873308
806,2.640491,48.873308
807,2.141711,48.947895
808,2.141711,48.947895
809,2.484081,48.914985
810,2.484081,48.914985
811,2.482415,48.902376
812,2.482415,48.902376
813,2.478607,48.900927
814,2.478607,48.900927
815,2.460008,49.029892
816,2.460008,49.029892
817,2.631761,48.882366
818,2.631761,48.882366
819,2.516052,48.898465
820,2.516052,48.898465
821,2.219674,48.755734
822,2.219674,48.755734
823,2.340589,49.025174
824,2.340589,49.025174
825,2.338942,49.030229
826,2.338942,49.030229
827,2.205439,48.976037
828,2.205439,48.976037
829,2.209218,48.965775
830,2.209218,48.965775
831,2.202975,48.973692
832,2.202975,48.973692
833,2.199478,48.976976
834,2.330149,48.760628
835,2.640961,48.869794
836,2.320078,48.792163
837,2.640961,48.869794
838,2.320078,48.792163
839,2.150202,48.959082
840,2.150202,48.959082
841,2.351968,48.986303
842,2.351968,48.986303
843,2.344589,48.989537
844,2.344589,48.989537
845,2.335975,48.935119
846,2.335975,48.935119
847,2.315636,48.80169
848,2.315636,48.80169
849,2.141333,48.766087
850,2.252027,48.821956
851,2.146948,48.944501
852,2.146948,48.944501
853,2.486793,48.872049
854,2.486793,48.872049
855,2.213465,48.86188
856,2.213465,48.86188
857,2.270501,48.752064
858,2.270501,48.752064
859,2.270501,48.752064
860,2.270501,48.752064
861,2.484066,48.871722
862,2.484066,48.871722
863,2.457298,49.02965
864,2.457298,49.02965
865,2.47388,49.031974
866,2.47388,49.031974
867,2.184659,48.827427
868,2.044941,48.811271
869,2.31427,48.805902
870,2.3851,48.81043
871,2.25284,48.927836
872,2.25284,48.927836
873,2.25284,48.927836
874,2.25284,48.927836
875,2.25284,48.927836
876,2.25284,48.927836
877,2.451673,49.049662
878,2.451673,49.049662
879,2.471163,49.002593
880,2.471163,49.002593
881,2.612862,48.953031
882,2.612862,48.953031
883,2.601128,48.950792
884,2.601128,48.950792
885,2.3851,48.81043
886,2.250294,48.945741
887,2.37586,48.807196
888,2.37586,48.807196
889,2.389021,48.812972
890,2.389021,48.812972
891,2.37428,48.817419
892,2.37428,48.817419
893,2.383546,48.980861
894,2.383546,48.980861
895,2.370779,48.976697
896,2.370779,48.976697
897,2.236634,48.883921
898,2.236634,48.883921
899,2.542244,48.729206
900,2.542244,48.729206
901,2.228808,48.922232
902,2.228808,48.922232
903,2.228808,48.922232
904,2.228808,48.922232
905,2.322484,48.755884
906,2.322484,48.755884
907,2.329537,48.739087
908,2.329537,48.739087
909,2.028097,48.799939
910,2.028097,48.799939
911,2.229961,48.7865
912,2.229961,48.7865
913,2.229961,48.7865
914,2.229961,48.7865
915,2.479328,49.009207
916,2.479328,49.009207
917,2.310958,49.041152
918,2.310958,49.041152
919,2.322472,49.045307
920,2.322472,49.045307
921,2.1842,48.800118
922,2.1842,48.800118
923,2.24842,48.923662
924,2.24842,48.923662
925,2.24842,48.923662
926,2.24842,48.923662
927,2.260623,48.931418
928,2.260623,48.931418
929,2.260623,48.931418
930,2.260623,48.931418
931,2.260623,48.931418
932,2.260623,48.931418
933,2.228808,48.922232
934,2.287242,48.957323
935,2.287242,48.957323
936,2.247911,48.940484
937,2.232948,48.883089
938,2.549201,48.839452
939,2.549201,48.839452
940,2.526659,48.895792
941,2.526659,48.895792
942,2.243501,48.877078
943,2.243501,48.877078
944,2.151554,48.943852
945,2.151554,48.943852
946,2.235762,48.873871
947,2.235762,48.873871
948,2.224059,48.861252
949,2.224059,48.861252
950,2.22766,48.87125
951,2.22766,48.87125
952,2.321968,48.999316
953,2.321968,48.999316
954,2.312299,48.973415
955,2.312299,48.973415
956,2.319999,48.988914
957,2.319999,48.988914
958,2.284159,48.95965
959,2.284159,48.95965
960,2.284068,48.965992
961,2.284068,48.965992
962,2.317675,48.798756
963,2.317675,48.798756
964,2.313771,48.795472
965,2.313771,48.795472
966,2.250294,48.945741
967,2.232948,48.883089
968,2.444934,49.050178
969,2.247911,48.940484
970,2.444934,49.050178
971,2.239076,48.947107
972,2.239076,48.947107
973,2.257649,48.948752
974,2.257649,48.948752
975,2.535132,48.799087
976,2.535132,48.799087
977,2.535132,48.799087
978,2.535132,48.799087
979,2.535132,48.799087
980,2.227553,48.874264
981,2.227553,48.874264
982,2.225601,48.868305
983,2.225601,48.868305
984,2.011658,48.803085
985,2.011658,48.803085
986,2.549687,48.847681
987,2.549687,48.847681
988,2.566347,48.829448
989,2.566347,48.829448
990,2.259156,48.924688
991,2.259156,48.924688
992,2.259156,48.924688
993,2.259156,48.924688
994,2.259156,48.924688
995,2.259156,48.924688
996,2.353092,49.079916
997,2.353092,49.079916
998,2.21486,48.754676
999,2.21486,48.754676
1000,2.252027,48.821956
1001,2.258038,48.819081
1002,2.252027,48.821956
1003,2.284725,48.799158
1004,2.289905,48.804568
1005,2.289905,48.804568
1006,2.282812,48.809693
1007,2.282812,48.809693
1008,2.282812,48.809693
1009,2.282812,48.809693
1010,2.282812,48.809693
1011,2.282806,48.809681
1012,2.282806,48.809681
1013,2.282806,48.809681
1014,2.282806,48.809681
1015,2.282806,48.809681
1016,2.282806,48.809681
1017,2.284725,48.799158
1018,2.284725,48.799158
1019,2.270931,48.921611
1020,2.284725,48.799158
1021,2.284725,48.799158
1022,2.284725,48.799158
1023,2.165078,48.818204
1024,2.165078,48.818204
1025,2.165078,48.818204
1026,2.165078,48.818204
1027,2.165078,48.818204
1028,2.213824,48.814263
1029,2.213824,48.814263
1030,2.213824,48.814263
1031,2.213824,48.814263
1032,2.213824,48.814263
1033,2.213824,48.814263
1034,2.289905,48.804568
1035,2.289905,48.804568
1036,2.289905,48.804568
1037,2.301669,48.966448
1038,2.270931,48.921611
1039,2.270931,48.921611
1040,2.270931,48.921611
1041,2.270931,48.921611
1042,2.264081,48.905256
1043,2.264081,48.905256
1044,2.264081,48.905256
1045,2.264081,48.905256
1046,2.264081,48.905256
1047,2.264081,48.905256
1048,2.269387,48.915407
1049,2.269387,48.915407
1050,2.269387,48.915407
1051,2.269387,48.915407
1052,2.269387,48.915407
1053,2.284057,48.822254
1054,2.284057,48.822254
1055,2.284057,48.822254
1056,2.284057,48.822254
1057,2.284057,48.822254
1058,2.280009,48.816557
1059,2.280009,48.816557
1060,2.280009,48.816557
1061,2.280009,48.816557
1062,2.280009,48.816557
1063,2.301669,48.966448
1064,2.301669,48.966448
1065,2.301669,48.966448
1066,2.301669,48.966448
1067,2.227086,48.787468
1068,2.227086,48.787468
1069,2.227086,48.787468
1070,2.212834,48.824499
1071,2.20638,48.822094
1072,2.227161,48.821484
1073,2.227161,48.821484
1074,2.178067,48.830567
1075,2.178067,48.830567
1076,2.276657,48.827045
1077,2.276657,48.827045
1078,2.264953,48.82991
1079,2.264953,48.82991
1080,2.188014,48.805695
1081,2.188014,48.805695
1082,2.192191,48.813019
1083,2.192191,48.813019
1084,2.240082,48.839897
1085,2.240082,48.839897
1086,2.239694,48.836639
1087,2.239694,48.836639
1088,2.212253,48.859722
1089,2.212253,48.859722
1090,2.207385,48.843157
1091,2.207385,48.843157
1092,2.215528,48.855042
1093,2.215528,48.855042
1094,2.207391,48.847778
1095,2.207391,48.847778
1096,2.210997,48.857063
1097,2.210997,48.857063
1098,2.220406,48.85466
1099,2.220406,48.85466
1100,2.20638,48.822094
1101,2.212834,48.824499
1102,2.227086,48.787468
1103,2.290181,48.82598
1104,2.227086,48.787468
1105,2.227086,48.787468
1106,2.234801,48.807732
1107,2.234801,48.807732
1108,2.234801,48.807732
1109,2.234801,48.807732
1110,2.234801,48.807732
1111,2.234801,48.807732
1112,2.237844,48.812485
1113,2.237844,48.812485
1114,2.237844,48.812485
1115,2.237844,48.812485
1116,2.17596,48.90592
1117,2.17596,48.90592
1118,2.189425,48.82634
1119,2.189425,48.82634
1120,2.35707,48.81287
1121,2.35707,48.81287
1122,2.05212,48.80807
1123,2.05212,48.80807
1124,2.177236,48.912132
1125,2.177236,48.912132
1126,2.17895,48.90953
1127,2.17895,48.90953
1128,2.131865,48.84512
1129,2.131865,48.84512
1130,2.15031,48.848957
1131,2.15031,48.848957
1132,2.290181,48.82598
1133,2.270931,48.921611
1134,2.289905,48.804568
1135,2.247755,48.816826
