,ope,consolidated_longitude,prix_kWh
16210,Freshmile SAS,7.75065853,0.2718181818181818
16211,Freshmile SAS,7.708257,0.2718181818181818
16212,Freshmile SAS,7.75792403,0.226
16213,Freshmile SAS,7.70918636,0.226
16214,Freshmile SAS,7.69120588,0.2718181818181818
16215,Freshmile SAS,7.70678376,0.231860465116279
16216,Freshmile SAS,7.71434,0.2718181818181818
16217,Freshmile SAS,7.74951,0.2718181818181818
16218,Freshmile SAS,7.69365,0.2718181818181818
16219,Freshmile SAS,7.68763,0.2718181818181818
16220,Freshmile SAS,7.67902255,0.226
16221,Freshmile SAS,7.69668,0.2718181818181818
16222,Freshmile SAS,7.69643,0.2718181818181818
16223,Freshmile SAS,7.60808,0.2718181818181818
16224,Freshmile SAS,7.70227,0.2718181818181818
16225,Freshmile SAS,7.71291,0.2718181818181818
16226,Freshmile SAS,7.65306,0.2718181818181818
16227,Freshmile SAS,7.55657,0.2718181818181818
16228,Freshmile SAS,7.62519,0.2718181818181818
16229,Freshmile SAS,7.7264,0.2718181818181818
16230,Freshmile SAS,7.75315794,0.2718181818181818
16231,Freshmile SAS,7.74069188,0.231860465116279
16232,Freshmile SAS,7.74069188,0.226
16233,Freshmile SAS,7.70678376,0.226
16234,Freshmile SAS,7.74978484,0.2718181818181818
16235,Freshmile SAS,7.76008955,0.226
16236,Freshmile SAS,7.76008955,0.231860465116279
16237,Freshmile SAS,7.708257,0.2718181818181818
16238,Freshmile SAS,7.73614247,0.2718181818181818
16239,Freshmile SAS,7.74951,0.2718181818181818
16240,Freshmile SAS,7.68763,0.2718181818181818
16241,Freshmile SAS,7.55657,0.2718181818181818
16242,Freshmile SAS,7.71291,0.2718181818181818
16243,Freshmile SAS,7.71734,0.2718181818181818
16244,Freshmile SAS,7.7118,0.2718181818181818
16245,Freshmile SAS,7.70962,0.2718181818181818
16246,Freshmile SAS,7.65306,0.2718181818181818
16247,Freshmile SAS,7.71434,0.2718181818181818
16248,Freshmile SAS,7.82755,0.2718181818181818
16249,Freshmile SAS,7.69038189,0.2185714285714285
16250,Freshmile SAS,7.71293388,0.2185714285714285
16251,Freshmile SAS,7.66684282,0.202
16252,Freshmile SAS,7.76878,0.2718181818181818
16253,Freshmile SAS,7.59062026,0.2718181818181818
16254,Freshmile SAS,7.59062026,0.2718181818181818
16255,Freshmile SAS,7.71293388,0.202
16256,Freshmile SAS,7.76878,0.2718181818181818
16257,Freshmile SAS,7.69365,0.2718181818181818
16258,Freshmile SAS,7.66684282,0.2185714285714285
16259,Freshmile SAS,7.69038189,0.202
16260,Freshmile SAS,7.69668,0.2718181818181818
16261,Freshmile SAS,7.69643,0.2718181818181818
16262,Freshmile SAS,7.60808,0.2718181818181818
16263,Freshmile SAS,7.70227,0.2718181818181818
16264,Freshmile SAS,7.72863261,0.226
16265,Freshmile SAS,7.7264,0.2718181818181818
16266,Freshmile SAS,7.72863261,0.231860465116279
16267,Freshmile SAS,7.75548706,0.2718181818181818
16268,Freshmile SAS,7.73614247,0.2718181818181818
16269,Freshmile SAS,7.73394532,0.2718181818181818
16270,Freshmile SAS,7.73394532,0.2718181818181818
16271,Freshmile SAS,7.76584763,0.2718181818181818
16272,Freshmile SAS,7.74000524,0.2718181818181818
16273,Freshmile SAS,7.70999028,0.2718181818181818
16274,Freshmile SAS,7.70999028,0.2718181818181818
16275,Freshmile SAS,7.7414585,0.2718181818181818
16276,Freshmile SAS,7.7414585,0.2718181818181818
16277,Freshmile SAS,7.74000524,0.2718181818181818
16278,Freshmile SAS,7.75892412,0.2718181818181818
16279,Freshmile SAS,7.75144085,0.2718181818181818
16280,Freshmile SAS,7.75144085,0.2718181818181818
16281,Freshmile SAS,7.76584763,0.214
16282,Freshmile SAS,7.75892412,0.2718181818181818
16283,Freshmile SAS,7.76907797,0.2718181818181818
16284,Freshmile SAS,7.76907797,0.2718181818181818
16285,Freshmile SAS,7.75548706,0.2718181818181818
16286,Freshmile SAS,7.62519,0.2718181818181818
16287,Freshmile SAS,7.75247,0.0
16288,Freshmile SAS,7.75916,0.0
16289,Freshmile SAS,7.780618,0.226
16290,Freshmile SAS,2.30094,0.2718181818181818
16291,Freshmile SAS,2.30029,0.2718181818181818
16292,Freshmile SAS,2.31097,0.2718181818181818
16293,Freshmile SAS,2.30024,0.2718181818181818
16294,Freshmile SAS,2.30024,0.2718181818181818
16295,Freshmile SAS,2.30589,0.2718181818181818
16296,Freshmile SAS,2.30589,0.2718181818181818
16297,Freshmile SAS,2.20023,0.2718181818181818
16298,Freshmile SAS,2.3058,0.2718181818181818
16299,Freshmile SAS,2.30094,0.2718181818181818
16300,Freshmile SAS,2.30094,0.2718181818181818
16301,Freshmile SAS,2.3058,0.2718181818181818
16302,Freshmile SAS,2.42697,0.2718181818181818
16303,Freshmile SAS,2.42916,0.2718181818181818
16304,Freshmile SAS,2.176,0.2718181818181818
16305,Freshmile SAS,2.176,0.2718181818181818
16306,Freshmile SAS,1.53544,0.2718181818181818
16307,Freshmile SAS,1.6087,0.2718181818181818
16308,Freshmile SAS,1.6087,0.2718181818181818
16309,Freshmile SAS,1.53544,0.2718181818181818
16310,Freshmile SAS,1.38828882,0.226
16311,Freshmile SAS,1.38828882,0.2718181818181818
16312,Freshmile SAS,2.30094,0.2718181818181818
16313,Freshmile SAS,2.30029,0.2718181818181818
16314,Freshmile SAS,2.70682475,0.2718181818181818
16315,Freshmile SAS,2.20023,0.2718181818181818
16316,Freshmile SAS,1.83478,0.2718181818181818
16317,Freshmile SAS,2.51509,0.2718181818181818
16318,Freshmile SAS,1.83241,0.2718181818181818
16319,Freshmile SAS,2.12083,0.2718181818181818
16320,Freshmile SAS,1.61484,0.2718181818181818
16321,Freshmile SAS,1.83392,0.2718181818181818
16322,Freshmile SAS,2.9105,0.2718181818181818
16323,Freshmile SAS,2.6175,0.2718181818181818
16324,Freshmile SAS,2.30791,0.2718181818181818
16325,Freshmile SAS,2.30791,0.2718181818181818
16326,Freshmile SAS,1.59001,0.2718181818181818
16327,Freshmile SAS,2.647152,0.2718181818181818
16328,Freshmile SAS,2.647152,0.2718181818181818
16329,Freshmile SAS,1.59001,0.2718181818181818
16330,Freshmile SAS,2.94363,0.2718181818181818
16331,Freshmile SAS,2.94363,0.2718181818181818
16332,Freshmile SAS,2.42697,0.2718181818181818
16333,Freshmile SAS,2.44307,0.2718181818181818
16334,Freshmile SAS,2.30787,0.2718181818181818
16335,Freshmile SAS,2.6175,0.2718181818181818
16336,Freshmile SAS,2.44307,0.2718181818181818
16337,Freshmile SAS,1.38828882,0.2718181818181818
16338,Freshmile SAS,2.31097,0.2718181818181818
16339,Freshmile SAS,1.83392,0.2718181818181818
16340,Freshmile SAS,2.79988,0.2718181818181818
16341,Freshmile SAS,2.15622483,0.2718181818181818
16342,Freshmile SAS,2.78809782,0.226
16343,Freshmile SAS,1.56457,0.2718181818181818
16344,Freshmile SAS,2.15622483,0.2718181818181818
16345,Freshmile SAS,2.78809782,0.226
16346,Freshmile SAS,2.00316,0.2718181818181818
16347,Freshmile SAS,3.07243,0.2718181818181818
16348,Freshmile SAS,3.07243,0.2718181818181818
16349,Freshmile SAS,1.63007,0.2718181818181818
16350,Freshmile SAS,1.66911,0.2718181818181818
16351,Freshmile SAS,2.3163,0.2718181818181818
16352,Freshmile SAS,1.54158,0.2718181818181818
16353,Freshmile SAS,1.54158,0.2718181818181818
16354,Freshmile SAS,1.47289,0.2718181818181818
16355,Freshmile SAS,1.55556,0.2718181818181818
16356,Freshmile SAS,1.55556,0.2718181818181818
16357,Freshmile SAS,1.47289,0.2718181818181818
16358,Freshmile SAS,1.63007,0.2718181818181818
16359,Freshmile SAS,1.54158,0.2718181818181818
16360,Freshmile SAS,5.19355476,0.2718181818181818
16361,Freshmile SAS,1.76749,0.2718181818181818
16362,Freshmile SAS,2.79988,0.2718181818181818
16363,Freshmile SAS,1.4552586,0.2718181818181818
16364,Freshmile SAS,2.31097,0.2718181818181818
16365,Freshmile SAS,1.4552586,0.2718181818181818
16366,Freshmile SAS,2.70682475,0.2718181818181818
16367,Freshmile SAS,2.42916,0.2718181818181818
16368,Freshmile SAS,2.95655,0.2718181818181818
16369,Freshmile SAS,1.56131,0.2718181818181818
16370,Freshmile SAS,1.56131,0.2718181818181818
16371,Freshmile SAS,2.95655,0.2718181818181818
16372,Freshmile SAS,1.99503,0.2718181818181818
16373,Freshmile SAS,2.60418,0.2718181818181818
16374,Freshmile SAS,2.60418,0.2718181818181818
16375,Freshmile SAS,2.30787,0.2718181818181818
16376,Freshmile SAS,2.0659,0.2718181818181818
16377,Freshmile SAS,2.0659,0.2718181818181818
16378,Freshmile SAS,1.63651,0.2718181818181818
16379,Freshmile SAS,1.77945,0.2718181818181818
16380,Freshmile SAS,1.77945,0.2718181818181818
16381,Freshmile SAS,1.63651,0.2718181818181818
16382,Freshmile SAS,1.57406822,0.2718181818181818
16383,Freshmile SAS,2.08244,0.2718181818181818
16384,Freshmile SAS,2.08244,0.2718181818181818
16385,Freshmile SAS,1.57406822,0.2718181818181818
16386,Freshmile SAS,2.00316,0.2718181818181818
16387,Freshmile SAS,2.51509,0.2718181818181818
16388,Freshmile SAS,1.83478,0.2718181818181818
16389,Freshmile SAS,7.70818,0.0
16390,Freshmile SAS,9.19972481,0.2718181818181818
16391,Freshmile SAS,2.8654,0.2718181818181818
16392,Freshmile SAS,2.8654,0.2718181818181818
16393,Freshmile SAS,1.6274,0.2718181818181818
16394,Freshmile SAS,1.6274,0.2718181818181818
16395,Freshmile SAS,1.9789,0.2718181818181818
16396,Freshmile SAS,2.65116478,0.2718181818181818
16397,Freshmile SAS,3.07323,0.2718181818181818
16398,Freshmile SAS,3.07323,0.2718181818181818
16399,Freshmile SAS,1.56457,0.2718181818181818
16400,Freshmile SAS,2.01321,0.2718181818181818
16401,Freshmile SAS,2.01321,0.2718181818181818
16402,Freshmile SAS,1.98929,0.2718181818181818
16403,Freshmile SAS,1.61484,0.2718181818181818
16404,Freshmile SAS,1.83149,0.2718181818181818
16405,Freshmile SAS,1.98128,0.2718181818181818
16406,Freshmile SAS,1.98128,0.2718181818181818
16407,Freshmile SAS,1.82272,0.2718181818181818
16408,Freshmile SAS,1.98929,0.2718181818181818
16409,Freshmile SAS,1.82272,0.2718181818181818
16410,Freshmile SAS,1.62812,0.2718181818181818
16411,Freshmile SAS,2.37073,0.2718181818181818
16412,Freshmile SAS,9.19972481,0.2718181818181818
16413,Freshmile SAS,2.80631757,0.4471428571428571
16414,Freshmile SAS,1.66911,0.2718181818181818
16415,Freshmile SAS,2.80631757,0.4471428571428571
16416,Freshmile SAS,7.73864,0.0
16417,Freshmile SAS,7.76987,0.0
16418,Freshmile SAS,7.70818,0.0
16419,Freshmile SAS,7.75247,0.0
16420,Freshmile SAS,7.73864,0.0
16421,Freshmile SAS,7.76987,0.0
16422,Freshmile SAS,-4.42508,0.22
16423,Freshmile SAS,-4.42508,0.22
16424,Freshmile SAS,-3.46104976,0.2718181818181818
16425,Freshmile SAS,-4.42508,0.2718181818181818
16426,Freshmile SAS,-2.074529,0.2718181818181818
16427,Freshmile SAS,-2.96248,0.2718181818181818
16428,Freshmile SAS,-4.42508,0.2718181818181818
16429,Freshmile SAS,-2.074529,0.2718181818181818
16430,Freshmile SAS,-4.42508,0.2718181818181818
16431,Freshmile SAS,-3.46104976,0.2718181818181818
16432,Freshmile SAS,3.15163708,0.2718181818181818
16433,Freshmile SAS,2.80631757,0.4471428571428571
16434,Freshmile SAS,2.80631757,0.4471428571428571
16435,Freshmile SAS,2.80631757,0.4471428571428571
16436,Freshmile SAS,2.80631757,0.4471428571428571
16437,Freshmile SAS,2.37073,0.2718181818181818
16438,Freshmile SAS,1.94277,0.2718181818181818
16439,Freshmile SAS,2.12083,0.2718181818181818
16440,Freshmile SAS,2.08123,0.2718181818181818
16441,Freshmile SAS,1.49746,0.2718181818181818
16442,Freshmile SAS,2.56517,0.2718181818181818
16443,Freshmile SAS,2.56517,0.2718181818181818
16444,Freshmile SAS,1.81664,0.2718181818181818
16445,Freshmile SAS,2.48249,0.2718181818181818
16446,Freshmile SAS,1.81664,0.2718181818181818
16447,Freshmile SAS,2.68852,0.2718181818181818
16448,Freshmile SAS,1.49746,0.2718181818181818
16449,Freshmile SAS,2.68852,0.2718181818181818
16450,Freshmile SAS,2.65235,0.2718181818181818
16451,Freshmile SAS,2.65235,0.2718181818181818
16452,Freshmile SAS,2.82981,0.2718181818181818
16453,Freshmile SAS,2.39839,0.2718181818181818
16454,Freshmile SAS,2.82981,0.2718181818181818
16455,Freshmile SAS,2.50076,0.2718181818181818
16456,Freshmile SAS,2.50076,0.2718181818181818
16457,Freshmile SAS,2.1435,0.2718181818181818
16458,Freshmile SAS,2.1435,0.2718181818181818
16459,Freshmile SAS,1.83149,0.2718181818181818
16460,Freshmile SAS,2.39839,0.2718181818181818
16461,Freshmile SAS,1.83241,0.2718181818181818
16462,Freshmile SAS,2.9105,0.2718181818181818
16463,Freshmile SAS,2.48249,0.2718181818181818
16464,Freshmile SAS,1.94277,0.2718181818181818
16465,Freshmile SAS,2.25249,0.2718181818181818
16466,Freshmile SAS,2.21363,0.2718181818181818
16467,Freshmile SAS,2.3163,0.2718181818181818
16468,Freshmile SAS,2.21363,0.2718181818181818
16469,Freshmile SAS,2.3919,0.2718181818181818
16470,Freshmile SAS,2.3919,0.2718181818181818
16471,Freshmile SAS,2.65116478,0.2718181818181818
16472,Freshmile SAS,3.10149066,0.2718181818181818
16473,Freshmile SAS,2.65116478,0.2718181818181818
16474,Freshmile SAS,2.65116478,0.226
16475,Freshmile SAS,2.65116478,0.226
16476,Freshmile SAS,2.0206,0.2718181818181818
16477,Freshmile SAS,2.0206,0.2718181818181818
16478,Freshmile SAS,2.6702662,0.2718181818181818
16479,Freshmile SAS,3.10149066,0.2718181818181818
16480,Freshmile SAS,2.6702662,0.2718181818181818
16481,Freshmile SAS,2.31279,0.2718181818181818
16482,Freshmile SAS,2.08123,0.2718181818181818
16483,Freshmile SAS,2.31279,0.2718181818181818
16484,Freshmile SAS,2.609513,0.2718181818181818
16485,Freshmile SAS,2.609513,0.2718181818181818
16486,Freshmile SAS,2.25249,0.2718181818181818
16487,Freshmile SAS,7.789755,0.2718181818181818
16488,Freshmile SAS,7.780618,0.231860465116279
16489,Freshmile SAS,2.19413184,0.4471428571428571
16490,Freshmile SAS,4.38309193,0.2718181818181818
16491,Freshmile SAS,-0.62493383,0.226
16492,Freshmile SAS,-0.62493383,0.226
16493,Freshmile SAS,-0.62493383,0.2718181818181818
16494,Freshmile SAS,2.26086318,0.2718181818181818
16495,Freshmile SAS,2.26086318,0.2718181818181818
16496,Freshmile SAS,2.26086318,0.2718181818181818
16497,Freshmile SAS,2.26086318,0.2718181818181818
16498,Freshmile SAS,9.5473872,0.2718181818181818
16499,Freshmile SAS,9.5473872,0.2718181818181818
16500,Freshmile SAS,9.5473872,0.2718181818181818
16501,Freshmile SAS,9.5473872,0.2718181818181818
16502,Freshmile SAS,7.04613784,0.2718181818181818
16503,Freshmile SAS,7.04323706,0.2718181818181818
16504,Freshmile SAS,7.04323706,0.2718181818181818
16505,Freshmile SAS,7.03988977,0.2718181818181818
16506,Freshmile SAS,7.03988977,0.2718181818181818
16507,Freshmile SAS,7.04613784,0.2718181818181818
16508,Freshmile SAS,-1.12717392,0.2718181818181818
16509,Freshmile SAS,-1.12717392,0.2718181818181818
16510,Freshmile SAS,-1.12717392,0.2718181818181818
16511,Freshmile SAS,-1.12717392,0.2718181818181818
16512,Freshmile SAS,-0.62493383,0.2718181818181818
16513,Freshmile SAS,4.38309193,0.2718181818181818
16514,Freshmile SAS,-1.12717392,0.2718181818181818
16515,Freshmile SAS,-3.99773851,0.2718181818181818
16516,Freshmile SAS,-0.69382944,0.2718181818181818
16517,Freshmile SAS,-0.69382944,0.2718181818181818
16518,Freshmile SAS,-2.0783013,0.2718181818181818
16519,Freshmile SAS,-2.0783013,0.2718181818181818
16520,Freshmile SAS,-2.0783013,0.2718181818181818
16521,Freshmile SAS,-2.0783013,0.2718181818181818
16522,Freshmile SAS,-2.0783013,0.2718181818181818
16523,Freshmile SAS,-2.0783013,0.2718181818181818
16524,Freshmile SAS,-1.04576412,0.2718181818181818
16525,Freshmile SAS,-1.04576412,0.2718181818181818
16526,Freshmile SAS,-1.04576412,0.2718181818181818
16527,Freshmile SAS,-1.04576412,0.2718181818181818
16528,Freshmile SAS,-3.99773851,0.2718181818181818
16529,Freshmile SAS,-3.99773851,0.2718181818181818
16530,Freshmile SAS,-3.99773851,0.2718181818181818
16531,Freshmile SAS,-3.99773851,0.2718181818181818
16532,Freshmile SAS,-3.99773851,0.2718181818181818
16533,Freshmile SAS,-3.99773851,0.2718181818181818
16534,Freshmile SAS,-3.99773851,0.2718181818181818
16535,Freshmile SAS,-3.99773851,0.2718181818181818
16536,Freshmile SAS,-3.99773851,0.2718181818181818
16537,Freshmile SAS,-1.12717392,0.2718181818181818
16538,Freshmile SAS,-1.12717392,0.2718181818181818
16539,Freshmile SAS,-0.69382944,0.2718181818181818
16540,Freshmile SAS,1.46184814,0.2718181818181818
16541,Freshmile SAS,1.46184814,0.2718181818181818
16542,Freshmile SAS,1.46184814,0.2718181818181818
16543,Freshmile SAS,1.46184814,0.2718181818181818
16544,Freshmile SAS,7.73570337,0.2718181818181818
16545,Freshmile SAS,7.76681958,0.2718181818181818
16546,Freshmile SAS,7.76681958,0.2718181818181818
16547,Freshmile SAS,7.73570337,0.2718181818181818
16548,Freshmile SAS,7.79230519,0.2718181818181818
16549,Freshmile SAS,7.79230519,0.2718181818181818
16550,Freshmile SAS,-0.73995757,0.231860465116279
16551,Freshmile SAS,-0.73995757,0.2718181818181818
16552,Freshmile SAS,-0.73995757,0.226
16553,Freshmile SAS,-0.73995757,0.2718181818181818
16554,Freshmile SAS,-0.73995757,0.2718181818181818
16555,Freshmile SAS,-0.73995757,0.2718181818181818
16556,Freshmile SAS,-0.73995757,0.2718181818181818
16557,Freshmile SAS,-0.73995757,0.2718181818181818
16558,Freshmile SAS,3.44358433,0.2718181818181818
16559,Freshmile SAS,3.44358433,0.2718181818181818
16560,Freshmile SAS,3.44358433,0.2718181818181818
16561,Freshmile SAS,3.44358433,0.2718181818181818
16562,Freshmile SAS,1.46184814,0.2718181818181818
16563,Freshmile SAS,1.46184814,0.2718181818181818
16564,Freshmile SAS,-1.12717392,0.2718181818181818
16565,Freshmile SAS,1.46184814,0.2718181818181818
16566,Freshmile SAS,-1.12717392,0.2718181818181818
16567,Freshmile SAS,-1.12717392,0.2718181818181818
16568,Freshmile SAS,-1.12717392,0.2718181818181818
16569,Freshmile SAS,-1.12717392,0.2718181818181818
16570,Freshmile SAS,-1.12717392,0.2718181818181818
16571,Freshmile SAS,-1.12717392,0.2718181818181818
16572,Freshmile SAS,-1.12717392,0.2718181818181818
16573,Freshmile SAS,-1.12717392,0.2718181818181818
16574,Freshmile SAS,-1.12717392,0.2718181818181818
16575,Freshmile SAS,-1.12717392,0.2718181818181818
16576,Freshmile SAS,-1.12717392,0.2718181818181818
16577,Freshmile SAS,-1.12717392,0.2718181818181818
16578,Freshmile SAS,-1.12717392,0.2718181818181818
16579,Freshmile SAS,-1.12717392,0.2718181818181818
16580,Freshmile SAS,-1.12717392,0.2718181818181818
16581,Freshmile SAS,-1.12717392,0.2718181818181818
16582,Freshmile SAS,-3.71976362,0.2718181818181818
16583,Freshmile SAS,-3.71976362,0.2718181818181818
16584,Freshmile SAS,-3.71976362,0.2718181818181818
16585,Freshmile SAS,-3.71976362,0.2718181818181818
16586,Freshmile SAS,1.46184814,0.2718181818181818
16587,Freshmile SAS,-0.69382944,0.2718181818181818
16588,Freshmile SAS,-0.69382944,0.2718181818181818
16589,Freshmile SAS,3.53655714,0.2718181818181818
16590,Freshmile SAS,-2.89759651,0.2718181818181818
16591,Freshmile SAS,4.00039995,0.2718181818181818
16592,Freshmile SAS,4.00184627,0.2718181818181818
16593,Freshmile SAS,4.00039995,0.2718181818181818
16594,Freshmile SAS,4.00039995,0.2718181818181818
16595,Freshmile SAS,4.00184627,0.2718181818181818
16596,Freshmile SAS,4.00184627,0.2718181818181818
16597,Freshmile SAS,4.00184627,0.2718181818181818
16598,Freshmile SAS,4.00039995,0.2718181818181818
16599,Freshmile SAS,4.00039995,0.2718181818181818
16600,Freshmile SAS,3.21628188,0.2718181818181818
16601,Freshmile SAS,3.21628188,0.2718181818181818
16602,Freshmile SAS,1.07381283,0.2718181818181818
16603,Freshmile SAS,1.07381283,0.2718181818181818
16604,Freshmile SAS,1.07381283,0.2718181818181818
16605,Freshmile SAS,1.07381283,0.226
16606,Freshmile SAS,1.07381283,0.2718181818181818
16607,Freshmile SAS,1.07381283,0.2718181818181818
16608,Freshmile SAS,1.07381283,0.2718181818181818
16609,Freshmile SAS,1.07381283,0.2718181818181818
16610,Freshmile SAS,1.07381283,0.2718181818181818
16611,Freshmile SAS,1.07381283,0.2718181818181818
16612,Freshmile SAS,4.00039995,0.2718181818181818
16613,Freshmile SAS,-2.89759651,0.2718181818181818
16614,Freshmile SAS,1.07381283,0.2718181818181818
16615,Freshmile SAS,-2.89759651,0.2718181818181818
16616,Freshmile SAS,2.19413184,0.4471428571428571
16617,Freshmile SAS,2.19413184,0.4471428571428571
16618,Freshmile SAS,2.19413184,0.4471428571428571
16619,Freshmile SAS,2.19413184,0.4471428571428571
16620,Freshmile SAS,2.19413184,0.2718181818181818
16621,Freshmile SAS,2.19413184,0.4471428571428571
16622,Freshmile SAS,2.19413184,0.4471428571428571
16623,Freshmile SAS,2.19413184,0.2718181818181818
16624,Freshmile SAS,-1.77789362,0.2718181818181818
16625,Freshmile SAS,-1.77789362,0.2718181818181818
16626,Freshmile SAS,-1.77789362,0.2718181818181818
16627,Freshmile SAS,-1.77789362,0.2718181818181818
16628,Freshmile SAS,-1.77789362,0.2718181818181818
16629,Freshmile SAS,-1.77789362,0.2718181818181818
16630,Freshmile SAS,-1.77789362,0.2718181818181818
16631,Freshmile SAS,-1.77789362,0.2718181818181818
16632,Freshmile SAS,2.54661705,0.2718181818181818
16633,Freshmile SAS,2.54661705,0.2718181818181818
16634,Freshmile SAS,2.54661705,0.2718181818181818
16635,Freshmile SAS,2.54661705,0.2718181818181818
16636,Freshmile SAS,-2.89759651,0.2718181818181818
16637,Freshmile SAS,1.07381283,0.2718181818181818
16638,Freshmile SAS,-0.66996705,0.2718181818181818
16639,Freshmile SAS,-0.69382944,0.2718181818181818
16640,Freshmile SAS,-1.973002,0.2718181818181818
16641,Freshmile SAS,-1.973002,0.2718181818181818
16642,Freshmile SAS,1.66963499,0.2718181818181818
16643,Freshmile SAS,1.66963499,0.2718181818181818
16644,Freshmile SAS,1.66963499,0.2718181818181818
16645,Freshmile SAS,1.66963499,0.2718181818181818
16646,Freshmile SAS,1.66963499,0.2718181818181818
16647,Freshmile SAS,1.66963499,0.2718181818181818
16648,Freshmile SAS,1.66963499,0.2718181818181818
16649,Freshmile SAS,1.66963499,0.2718181818181818
16650,Freshmile SAS,-0.69382944,0.2718181818181818
16651,Freshmile SAS,-0.69382944,0.2718181818181818
16652,Freshmile SAS,-0.69382944,0.2718181818181818
16653,Freshmile SAS,-0.69382944,0.2718181818181818
16654,Freshmile SAS,-0.69382944,0.2718181818181818
16655,Freshmile SAS,-0.69382944,0.2718181818181818
16656,Freshmile SAS,-0.69382944,0.2718181818181818
16657,Freshmile SAS,-0.69382944,0.2718181818181818
16658,Freshmile SAS,-0.69382944,0.2718181818181818
16659,Freshmile SAS,-0.69382944,0.2718181818181818
16660,Freshmile SAS,-0.69382944,0.2718181818181818
16661,Freshmile SAS,-0.69382944,0.2718181818181818
16662,Freshmile SAS,-1.973002,0.2718181818181818
16663,Freshmile SAS,-1.973002,0.2718181818181818
16664,Freshmile SAS,-0.66996705,0.2718181818181818
16665,Freshmile SAS,-1.973002,0.2718181818181818
16666,Freshmile SAS,-0.66996705,0.2718181818181818
16667,Freshmile SAS,-0.66996705,0.2718181818181818
16668,Freshmile SAS,-0.66996705,0.2718181818181818
16669,Freshmile SAS,-0.66996705,0.2718181818181818
16670,Freshmile SAS,-0.66996705,0.2718181818181818
16671,Freshmile SAS,-0.66996705,0.2718181818181818
16672,Freshmile SAS,-0.66996705,0.2718181818181818
16673,Freshmile SAS,-0.66996705,0.2718181818181818
16674,Freshmile SAS,2.43341,0.2718181818181818
16675,Freshmile SAS,2.43341,0.2718181818181818
16676,Freshmile SAS,2.43341,0.2718181818181818
16677,Freshmile SAS,2.43341,0.2718181818181818
16678,Freshmile SAS,2.43341,0.2718181818181818
16679,Freshmile SAS,2.43341,0.2718181818181818
16680,Freshmile SAS,2.43341,0.2718181818181818
16681,Freshmile SAS,2.43341,0.2718181818181818
16682,Freshmile SAS,2.43341,0.2718181818181818
16683,Freshmile SAS,2.43341,0.2718181818181818
16684,Freshmile SAS,2.43341,0.2718181818181818
16685,Freshmile SAS,2.43341,0.2718181818181818
16686,Freshmile SAS,-1.973002,0.2718181818181818
16687,Freshmile SAS,3.53655714,0.2718181818181818
16688,Freshmile SAS,3.53655714,0.2718181818181818
16689,Freshmile SAS,7.781838,0.231860465116279
16690,Freshmile SAS,0.98099938,0.2718181818181818
16691,Freshmile SAS,2.697092,0.1951428571428571
16692,Freshmile SAS,2.697092,0.1951428571428571
16693,Freshmile SAS,2.697092,0.22
16694,Freshmile SAS,1.9459234,0.2718181818181818
16695,Freshmile SAS,1.9459234,0.2718181818181818
16696,Freshmile SAS,2.07815007,0.2718181818181818
16697,Freshmile SAS,2.07815007,0.2718181818181818
16698,Freshmile SAS,1.23304351,0.2718181818181818
16699,Freshmile SAS,1.23304351,0.2718181818181818
16700,Freshmile SAS,-2.733662,0.2718181818181818
16701,Freshmile SAS,7.047618,0.4471428571428571
16702,Freshmile SAS,7.047618,0.4471428571428571
16703,Freshmile SAS,1.08572,0.226
16704,Freshmile SAS,1.08572,0.2718181818181818
16705,Freshmile SAS,-0.70724,0.2718181818181818
16706,Freshmile SAS,-0.70724,0.2718181818181818
16707,Freshmile SAS,7.61308864,0.2718181818181818
16708,Freshmile SAS,7.64040425,0.2718181818181818
16709,Freshmile SAS,7.64040425,0.2718181818181818
16710,Freshmile SAS,7.66487713,0.2718181818181818
16711,Freshmile SAS,7.61308864,0.2718181818181818
16712,Freshmile SAS,2.697092,0.22
16713,Freshmile SAS,0.98099938,0.2718181818181818
16714,Freshmile SAS,7.6880618,0.2718181818181818
16715,Freshmile SAS,6.51739226,0.2718181818181818
16716,Freshmile SAS,3.20907889,0.226
16717,Freshmile SAS,3.20907889,0.2718181818181818
16718,Freshmile SAS,3.20907889,0.2718181818181818
16719,Freshmile SAS,3.20907889,0.2718181818181818
16720,Freshmile SAS,2.9299,0.0
16721,Freshmile SAS,2.9299,0.0
16722,Freshmile SAS,2.9299,0.0
16723,Freshmile SAS,2.9299,0.0
16724,Freshmile SAS,2.9299,0.0
16725,Freshmile SAS,2.9299,0.0
16726,Freshmile SAS,2.9299,0.0
16727,Freshmile SAS,2.9299,0.0
16728,Freshmile SAS,1.32445998,0.2718181818181818
16729,Freshmile SAS,1.32445998,0.2718181818181818
16730,Freshmile SAS,1.32445998,0.2718181818181818
16731,Freshmile SAS,1.32445998,0.2718181818181818
16732,Freshmile SAS,6.51739226,0.2718181818181818
16733,Freshmile SAS,6.51739226,0.2718181818181818
16734,Freshmile SAS,6.51739226,0.2718181818181818
16735,Freshmile SAS,6.51739226,0.2718181818181818
16736,Freshmile SAS,6.51739226,0.2718181818181818
16737,Freshmile SAS,7.6880618,0.2718181818181818
16738,Freshmile SAS,7.68228393,0.2718181818181818
16739,Freshmile SAS,3.20907889,0.2718181818181818
