id_pompe,latitude,longitude,cp,autoroute,adresse,ville,automate-24-24
88200015,48.0495,6.5821,88200,False,ROUTE NATIONALE 57 - AIRE DE LA CROIX SAINT JACQUES,ST NABORD,False
88200016,48.0790,6.5950,88200,False,RN 57,SAINT-NABORD,False
88210002,48.3910,6.9720,88210,False,Rue du Docteur Henri Larue,Senones,True
88220003,48.0450,6.3980,88220,False,18 Rue de la Vallée de l'Aitre,Xertigny,True
88230001,48.1850,6.9930,88230,False,46 Rue Eugène Mathis,FRAIZE,False
88230002,48.1830,7.0040,88230,False,14 Rue du Général Ingold,Fraize,True
88240001,48.0059,6.2754,88240,False,ROUTE D'EPINAL,Bains-les-Bains,False
88250001,48.0000,6.8680,88250,False,GRAND RUE,La Bresse,False
88250002,48.0065,6.8789,88250,False,"21, Rue Paul CLAUDEL",LA BRESSE,False
88260001,48.0930,6.0440,88260,False,Route de Vittel,Darney,False
88270001,48.2200,6.2240,88270,False,Rue des Grands Jardins,Dompaire,True
88290001,47.9520,6.8170,88290,False,814 ROUTE DU BEU,Saulxures-sur-Moselotte,True
88300001,48.3510,5.6926,88300,False,Rue du Général de Gaulle,NEUFCHâTEAU,False
88300002,48.3598,5.6935,88300,False,"24, avenue Herringen",NEUFCHâTEAU,False
