nom_operateur,nom_enseigne,nom_station,implantation_station,adresse_station,code_insee_commune,nbre_pdc,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,horaires,accessibilite_pmr,date_mise_en_service,date_maj,last_modified,lon,lat,prix_kWh,prix_session,code_departement,nom_departement,region
Izivia,GRAND NANCY,CD54 - VILLE DE TOUL,Voirie,AIRE DE COVOITURAGE - D960,,2,50.0,False,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2021-07-07,2023-02-27,2023-02-27T01:50:23Z,5.871263,48.651079,,,,,
Izivia,GRAND NANCY,CD54 - VILLE DE TOUL,Voirie,AIRE DE COVOITURAGE - D960,,2,50.0,False,False,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2021-07-07,2023-02-27,2023-02-27T01:50:23Z,5.871263,48.651079,,,,,
Izivia,BP EG,AIRE DE CHANGIS SUR MARNE,Voirie,"AIRE DE CHANGIS, AUTOROUTE DE LEST",,1,54.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2021-04-07,2023-02-27,2023-02-27T01:50:22Z,3.053665,48.964268,,,,,
Izivia,BP EG,AIRE DE VIRONVAY SUD,Voirie,A13,,1,50.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2016-04-05,2023-02-27,2023-02-27T01:50:22Z,1.217755,49.212071,,,,,
Izivia,AVIA TD,AIRE DE VAL DE MEUSE,Voirie,AUTOROUTE A31,,1,54.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2021-03-30,2023-02-27,2023-02-27T01:50:19Z,5.498871,47.975185,,,,,
Izivia,AVIA TD,AIRE DE MONTIGNY LE ROI,Voirie,AUTOROUTE A31,,1,54.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2021-03-31,2023-02-27,2023-02-27T01:50:19Z,5.497206,47.977395,,,,,
Izivia,OUEST CHARGE - 22,PLOEUC   L HERMITAGE-RUE DE BEAULIEU PARKING ARRIERE EGLISE,Voirie,RUE BEAULIEU,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2017-05-03,2023-02-27,2023-02-27T01:50:16Z,-2.75524,48.34719,0.22,0.6,,,
Izivia,OUEST CHARGE - 22,PLOEUC   L HERMITAGE-RUE DE BEAULIEU PARKING ARRIERE EGLISE,Voirie,RUE BEAULIEU,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2017-05-03,2023-02-27,2023-02-27T01:50:16Z,-2.75524,48.34719,0.22,0.6,,,
,WIIIZ,SAINT-MARTIN-DENTRAUNES - PARKING VILLAGE,Voirie,D2202,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2022-10-06,2023-02-27,2023-02-27T01:50:16Z,6.761461,44.142858,0.1363636363636363,,,,
Izivia,WIIIZ,GUILLAUMES - PARKING PLACE DES COMBATTANTS,Voirie,PLACE DES COMBATTANTS,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2022-08-17,2023-02-27,2023-02-27T01:50:16Z,6.829526,43.999862,0.1363636363636363,,,,
Izivia,WIIIZ,GUILLAUMES - PARKING PLACE DES COMBATTANTS,Voirie,PLACE DES COMBATTANTS,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2022-08-17,2023-02-27,2023-02-27T01:50:16Z,6.829526,43.999862,0.1363636363636363,,,,
,WIIIZ,SAINT-MARTIN-DENTRAUNES - PARKING VILLAGE,Voirie,D2202,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2022-10-06,2023-02-27,2023-02-27T01:50:16Z,6.761461,44.142858,0.1363636363636363,,,,
,MOBIVE - FDEE 19,CLERGOUX - DOMAINE DE SEDIERES,Voirie,ALLÉE DU DOM. DE SÉDIÈRES,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2023-02-01,2023-02-27,2023-02-27T01:50:15Z,1.950778,45.291775,0.27,,,,
,MOBIVE - FDEE 19,CLERGOUX - DOMAINE DE SEDIERES,Voirie,ALLÉE DU DOM. DE SÉDIÈRES,,2,22.0,True,True,False,False,False,False,True,False,True,24/7,Accessibilité inconnue,2023-02-01,2023-02-27,2023-02-27T01:50:15Z,1.950778,45.291775,0.27,,,,
Izivia,AVIA PICOTY,AIRE DE CHAVANON,Voirie,AUTOROUTE A89,,1,54.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2021-04-13,2023-02-27,2023-02-27T01:50:12Z,2.456431,45.622261,,,,,
Izivia,AVIA PICOTY,AIRE DE PORTE DES LANDES OUEST,Voirie,AUTOROUTE A63,,2,50.0,False,False,True,False,False,False,True,False,True,24/7,Accessibilité inconnue,2021-04-19,2023-02-27,2023-02-27T01:50:12Z,-0.85208,44.36182,,,,,
Izivia,AVIA PICOTY,AIRE DE PORTE DES LANDES EST,Voirie,AUTOROUTE A63,,2,50.0,False,False,True,False,False,False,True,False,True,24/7,Accessibilité inconnue,2021-04-19,2023-02-27,2023-02-27T01:50:12Z,-0.8501,44.361,,,,,
Izivia,AVIA PICOTY,AIRE DE PORTE DES LANDES EST,Voirie,AUTOROUTE A63,,2,50.0,False,True,False,True,False,False,True,False,True,24/7,Accessibilité inconnue,2021-04-19,2023-02-27,2023-02-27T01:50:12Z,-0.8501,44.361,,,,,
Izivia,AVIA PICOTY,AIRE DE PORTE DES LANDES OUEST,Voirie,AUTOROUTE A63,,2,50.0,False,True,False,True,False,False,True,False,True,24/7,Accessibilité inconnue,2021-04-19,2023-02-27,2023-02-27T01:50:12Z,-0.85208,44.36182,,,,,
Izivia,SHELL,AIRE DE VEMARS EST,Voirie,AUTOROUTE DU NORD,,1,50.0,False,False,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2022-07-18,2023-02-27,2023-02-27T01:50:09Z,2.552876,49.072469,,,,,
Izivia,SHELL,AIRE DE BEZIERS MONTBLANC NORD,Voirie,A9 - AIRE DE BÉZIERS MONTBLANC NORD,,1,50.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2022-01-21,2023-02-27,2023-02-27T01:50:09Z,3.344201,43.361123,,,,,
Izivia,SHELL,AIRE DE BEZIERS MONTBLANC SUD,Voirie,A9 - AIRE DE BÉZIERS MONTBLANC SUD,,1,50.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2022-01-04,2023-02-27,2023-02-27T01:50:09Z,3.347042,43.35903,,,,,
Izivia,SHELL,AIRE DE LOCEAN EST,Voirie,A63 - AIRE DE LOCÉAN - EST,,1,50.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2022-02-16,2023-02-27,2023-02-27T01:50:09Z,-1.090055,43.937192,,,,,
Green Technologie,Bananes Vertes St Claude,Bananes vertes,Parking privé à usage public,"Imp. des Gardenias, Saint-Claude 97120, Guadeloupe",97105,2,7.0,True,False,False,False,False,False,False,True,False,24/7,Accessible mais non réservé PMR,2022-07-22,2022-08-18,2023-02-26T08:55:56Z,-61.41,16.01,,,,,
LUMI'IN,LUMI'IN,LUMI'IN MALIJAI,Parking privé à usage public,ZA LA PRIEURE 04350,04108,3,12.0,False,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-06-28,2022-06-28,2023-02-26T08:55:53Z,6.05,44.05,,,,,
LUMI'IN,LUMI'IN,Camping le Valserine,Parking privé à usage public,"288, route de Confort",01104,1,12.0,False,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-06-01,2022-06-01,2023-02-26T08:55:46Z,5.86,46.22,,,,,
,INDIGO PROPRETE,INIGO PROPRETE,Parking privé à usage public,ZI Allee Pierre et Marie Curie 71500 Louhans,71263,2,22.0,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-06-20,2022-07-19,2023-02-26T08:55:32Z,6.263081045755,45.633753981745,,,,,
Freshmile,Morbihan Energies,Marzan - Aire de Marzan,Voirie,Aire de Marzan,56126,2,36.0,False,True,False,False,False,False,True,True,True,24/7,Non accessible,2017-08-29,2017-08-29,2023-02-26T08:55:22Z,-2.305132,47.529508,,,,,
Freshmile,Morbihan Energies,Marzan - Aire de Marzan,Voirie,Aire de Marzan,56126,2,36.0,False,False,True,True,False,False,True,True,True,24/7,Non accessible,2017-08-29,2017-08-29,2023-02-26T08:55:22Z,-2.305132,47.529508,,,,,
ZEBORNE,Mazda REIMS - A.F.L,Mazda - Reims - 22KW AC,Parking public,PARC LE MILLESIME 51370 Thillois,51569,1,22.0,False,True,False,False,False,True,True,False,False,Mo-Fr 09:00-19:00; Sa:08:00-19:00,Accessible mais non réservé PMR,2021-03-19,2021-03-19,2023-02-26T08:55:22Z,3.9023407,49.1824605,0.0,,,,
ZEBORNE,Mazda REIMS - A.F.L,Mazda - Reims - 22KW AC,Parking public,PARC LE MILLESIME 51370 Thillois,51569,1,22.0,False,True,False,False,False,True,True,False,False,Mo-Fr 09:00-19:00; Sa:08:00-19:00,Accessible mais non réservé PMR,2021-03-19,2021-03-19,2023-02-26T08:55:22Z,3.9023407,49.1824605,0.0,,,,
Hôtel Restaurant Hubert Kieffer,Hôtel Restaurant Hubert Kieffer,Parking de l'hôtel,Parking privé à usage public,7 Route des Vins 67140 Itterswiller,67227,2,22.0,True,True,False,False,False,False,False,False,True,Mo-Fr 08:00-22:00,Accessible mais non réservé PMR,2021-04-01,2022-05-30,2023-02-26T08:55:13Z,7.43,48.37,,,,,
Freshmile,HYUNDAI,BAYEUX,Parking privé à usage public,Boulevard Winston Churchill 14400 BAYEUX,14663,2,50.0,False,True,True,True,False,False,True,False,True,24/7,Accessibilité inconnue,2022-03-28,2022-03-29,2023-02-26T08:54:59Z,0.14164,29.29117,,,,,
Hotel Le Moulin,Hotel Le Moulin,Parking Hotel Le Moulin,Parking privé à usage public,3 impasse du moulin 67,67519,4,22.0,True,True,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-05-18,2022-05-18,2023-02-26T08:54:49Z,7.8,48.64,0.45,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,4.844517,46.69318,0.0,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Chambertin Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,5.001847,47.216809,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Chambertin Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,5.001847,47.216809,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Chambertin Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,5.001847,47.216809,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Chambertin Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-16,2023-01-04,2023-02-26T08:54:24Z,5.001847,47.216809,0.0,,,,
Fastned,Fastned,Aire d'Écot Sud,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2023-01-04,2023-02-26T08:54:24Z,6.728741,47.440536,0.0,,,,
Fastned,Fastned,Aire d'Écot Sud,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2023-01-04,2023-02-26T08:54:24Z,6.728741,47.440536,0.0,,,,
Fastned,Fastned,Aire d'Écot Sud,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2023-01-04,2023-02-26T08:54:24Z,6.728741,47.440536,0.0,,,,
Fastned,Fastned,Aire d'Écot Sud,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2023-01-04,2023-02-26T08:54:24Z,6.728741,47.440536,0.0,,,,
Fastned,Fastned,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",38431,8,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-12-15,2023-01-04,2023-02-26T08:54:24Z,5.86111,45.243833,0.0,,,,
Fastned,Fastned,Aire de Pont Chêne d’Argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-26,2023-01-04,2023-02-26T08:54:24Z,5.332896,47.179275,0.0,,,,
Fastned,Fastned,Aire de Pont Chêne d’Argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-26,2023-01-04,2023-02-26T08:54:24Z,5.332896,47.179275,0.0,,,,
Fastned,Fastned,Aire de Pont Chêne d’Argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,True,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-26,2023-01-04,2023-02-26T08:54:24Z,5.332896,47.179275,0.0,,,,
Fastned,Fastned,Aire de Pont Chêne d’Argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,False,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-26,2023-01-04,2023-02-26T08:54:24Z,5.332896,47.179275,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-19,2022-11-23,2023-02-26T08:54:23Z,5.002016479970822,47.21782384724023,0.0,,,,
Fastned,Fastned,Aire de Pont Chene d argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-18,2022-11-23,2023-02-26T08:54:23Z,5.332738379782385,47.17936326972644,0.0,,,,
Fastned,Fastned,Aire de Pont Chene d argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-18,2022-11-23,2023-02-26T08:54:23Z,5.332738379782385,47.17936326972644,0.0,,,,
Fastned,Fastned,Aire de Pont Chene d argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-18,2022-11-23,2023-02-26T08:54:23Z,5.332738379782385,47.17936326972644,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-19,2022-11-23,2023-02-26T08:54:23Z,5.002016479970822,47.21782384724023,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-19,2022-11-23,2023-02-26T08:54:23Z,5.002016479970822,47.21782384724023,0.0,,,,
Fastned,Fastned,Aire de Gevrey-Ouest,Station dédiée à la recharge rapide,Aire de service de Aire de Gevrey-Ouest autoroute A31,21295,4,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-19,2022-11-23,2023-02-26T08:54:23Z,5.002016479970822,47.21782384724023,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire d'Ecot,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2022-11-23,2023-02-26T08:54:23Z,6.728600081727858,47.440539133792335,0.0,,,,
Fastned,Fastned,Aire d'Ecot,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2022-11-23,2023-02-26T08:54:23Z,6.728600081727858,47.440539133792335,0.0,,,,
Fastned,Fastned,Aire d'Ecot,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2022-11-23,2023-02-26T08:54:23Z,6.728600081727858,47.440539133792335,0.0,,,,
Fastned,Fastned,Aire d'Ecot,Station dédiée à la recharge rapide,Aire de service d'Ecot autoroute A36,25214,4,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-29,2022-11-23,2023-02-26T08:54:23Z,6.728600081727858,47.440539133792335,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-23,2023-02-26T08:54:23Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Pont Chene d argent,Station dédiée à la recharge rapide,"Aire de service de Aire de Pont Chene d argent, Autoroute A39",21495,4,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-11-18,2022-11-23,2023-02-26T08:54:23Z,5.332738379782385,47.17936326972644,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-21,2023-02-26T08:54:17Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-21,2023-02-26T08:54:17Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-21,2023-02-26T08:54:17Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,True,True,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-21,2023-02-26T08:54:17Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-21,2023-02-26T08:54:17Z,4.844761236754013,46.69092869473468,0.0,,,,
Fastned,Fastned,Aire de Saint Ambreuil,Station dédiée à la recharge rapide,"Aire de service de Saint Ambreuil, Autoroute A6",71384,8,300.0,False,False,True,True,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-23,2022-11-21,2023-02-26T08:54:17Z,4.844761236754013,46.69092869473468,0.0,,,,
