nom_operateur,nom_enseigne,nom_station,implantation_station,adresse_station,code_insee_commune,nbre_pdc,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,horaires,accessibilite_pmr,date_mise_en_service,date_maj,last_modified,lon,lat,prix_kWh,prix_session,code_departement,nom_departement,region
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2020-12-10,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2020-12-10,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2020-12-10,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2020-12-10,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2020-12-10,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-10-12,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-10-12,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-10-12,2023-01-31,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Bruxelles, Parking Odyssée",Voirie,Avenue Mounier 1200 Bruxelles 1200 Bruxelles,,10,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-10-12,2023-01-30,2023-02-26T08:53:12Z,4.45040266,50.85124067,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Rimeize, Lieu-dit",Voirie,"Lieu-dit, Bigose 48200 Rimeize",,1,11.0,True,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-04-29,2022-12-29,2023-02-26T08:53:12Z,3.3393309,44.73389129,0.3536363636363636,,,,
Freshmile SAS,Freshmile,LS PROXI TARAVAO,Voirie,"8 Terre Vaiameamea, Afaahiti, Taravao 98719 TAIARAPU EST",,2,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-12-19,2023-01-31,2023-02-26T08:53:12Z,-149.30364,-17.7314679,0.2718181818181818,,,,
Freshmile SAS,Freshmile,LS PROXI TARAVAO,Voirie,"8 Terre Vaiameamea, Afaahiti, Taravao 98719 TAIARAPU EST",,2,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-12-19,2023-01-31,2023-02-26T08:53:12Z,-149.30364,-17.7314679,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Vaivre et Montoille, Parking du lac 2",Parking public,20 Avenue des Rives du Lac 70000 Vaivre-et-Montoille,,2,22.0,True,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2018-01-30,2023-01-31,2023-02-26T08:53:12Z,6.1288,47.6294,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Vaivre et Montoille, Parking du lac 2",Parking public,20 Avenue des Rives du Lac 70000 Vaivre-et-Montoille,,2,22.0,True,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2018-01-30,2023-01-31,2023-02-26T08:53:12Z,6.1288,47.6294,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Saint-Vigor-d'Ymon, Geodis Le Havre public",Voirie,5550 Voie des Hérons 76430 Saint-Vigor-d'Ymon,,2,22.0,True,True,False,False,False,False,True,True,True,"Mo-Fr 07:00-18:00,Sa 07:00-12:30",Accessibilité inconnue,2022-08-26,2023-01-19,2023-02-26T08:53:12Z,0.32457891,49.47435194,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Saint-Vigor-d'Ymon, Geodis Le Havre public",Voirie,5550 Voie des Hérons 76430 Saint-Vigor-d'Ymon,,2,22.0,False,True,False,False,False,False,True,True,True,"Mo-Fr 07:00-18:00,Sa 07:00-12:30",Accessibilité inconnue,2022-08-26,2023-01-29,2023-02-26T08:53:12Z,0.32457891,49.47435194,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Florenville, Garage Didier",Voirie,68 Rue De France 6820 Florenville,,2,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-01-24,2023-01-30,2023-02-26T08:53:12Z,5.29830466,49.6976649,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Florenville, Garage Didier",Voirie,68 Rue De France 6820 Florenville,,2,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-01-24,2023-01-30,2023-02-26T08:53:12Z,5.29830466,49.6976649,0.2718181818181818,,,,
Freshmile SAS,Freshmile,"Chelan, Au Village",Voirie,Au Village 32140 Chelan,,2,50.0,False,False,True,True,False,False,True,True,True,24/7,Accessibilité inconnue,2021-11-12,2023-01-12,2023-02-26T08:53:12Z,0.54465243,43.34520961,0.226,,,,
Freshmile SAS,Freshmile,"Chelan, Au Village",Voirie,Au Village 32140 Chelan,,2,43.0,True,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2021-11-12,2023-01-12,2023-02-26T08:53:12Z,0.54465243,43.34520961,0.231860465116279,,,,
Freshmile SAS,Freshmile,"Luceau, Logis le Moulin Calme",Parking public,Le Gascheau 72500 Luceau,,1,22.0,False,True,False,False,False,False,True,True,True,24/7,Accessibilité inconnue,2022-03-08,2023-01-20,2023-02-26T08:53:12Z,0.38009,47.72983,0.2718181818181818,,,,
SCI LES RUISSEAUX,SCI LES RUISSEAUX,SCI LES RUISSEAUX,Parking privé réservé à la clientèle,68 rue principale 57800 bett,57073,4,22.0,True,True,False,False,False,True,False,False,False,Mo-Fr 08:00-18:00,Non accessible,2022-08-31,2022-08-31,2023-02-26T08:52:59Z,6.82,49.13,0.0,0.0,,,
Dropnplug,Réseau de recharge Dropbird,Dropnplug,Parking privé réservé à la clientèle,26 Avenue Chardonnet Rennes,35000,256,22.0,True,True,False,False,False,True,True,True,True,24/7,Accessibilité inconnue,2020-11-03,2022-03-25,2023-02-26T08:52:54Z,0.0,0.0,0.0,,,,
SIEGE 27,SIEGE262,900118,Voirie,Les Andelys Piscine,27016,2,22.0,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2017-01-01,2021-06-15,2023-02-26T08:52:50Z,1.401083,49.23773,,,27,Eure,Normandie
SIEGE 27,SIEGE255,900115,Voirie,Office du tourisme Verneuil sur Avre,27679,2,22.0,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2017-01-01,2021-06-15,2023-02-26T08:52:50Z,0.929944,48.738663,,,27,Eure,Normandie
RossiniEnergy,RossiniEnergy,Cinema_Empire_Paray,Parking privé à usage public,"Cinéma empire, boulevard de l'hippodrome, 71600 Paray le monial",79266,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-07-08,2022-09-22,2023-02-26T08:52:49Z,46.467775,46.467775,0.3,,,,
RossiniEnergy,RossiniEnergy,Cinema_Empire_Paray,Parking privé à usage public,"Cinéma empire, boulevard de l'hippodrome, 71600 Paray le monial",79266,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-07-08,2022-09-22,2023-02-26T08:52:49Z,46.467775,46.467775,0.3,,,,
RossiniEnergy,RossiniEnergy,Cinema_Empire_Paray,Parking privé à usage public,"Cinéma empire, boulevard de l'hippodrome, 71600 Paray le monial",79266,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-07-08,2022-09-22,2023-02-26T08:52:49Z,46.467775,46.467775,0.3,,,,
RossiniEnergy,RossiniEnergy,Cinema_Empire_Paray,Parking privé à usage public,"Cinéma empire, boulevard de l'hippodrome, 71600 Paray le monial",79266,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-07-08,2022-09-22,2023-02-26T08:52:49Z,46.467775,46.467775,0.3,,,,
RossiniEnergy,RossiniEnergy,Najeti_Valescure,Parking privé à usage public,"56 avenue Paul l'Hermite, 83700 Saint-Raphaël",67096,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-06-20,2022-09-09,2023-02-26T08:52:49Z,2.098257,50.712984,0.3,,,,
RossiniEnergy,RossiniEnergy,Najeti_Valescure,Parking privé à usage public,"55 avenue Paul l'Hermite, 83700 Saint-Raphaël",67096,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-06-20,2022-09-09,2023-02-26T08:52:49Z,2.098257,50.712984,0.3,,,,
RossiniEnergy,RossiniEnergy,Najeti_Valescure,Parking privé à usage public,"57 avenue Paul l'Hermite, 83700 Saint-Raphaël",67096,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-06-20,2022-09-09,2023-02-26T08:52:49Z,2.098257,50.712984,0.3,,,,
RossiniEnergy,RossiniEnergy,Najeti_Valescure,Parking privé à usage public,"58 avenue Paul l'Hermite, 83700 Saint-Raphaël",67096,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-06-20,2022-09-09,2023-02-26T08:52:49Z,2.098257,50.712984,0.3,,,,
RossiniEnergy,RossiniEnergy,Hutt_lanmary,Parking privé à usage public,"RD69, 24420 Antonne-et-Trigonant",24011,2,22.0,True,True,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2021-06-17,2021-10-22,2023-02-26T08:52:49Z,0.822814,45.239039,0.3,,,,
RossiniEnergy,RossiniEnergy,Hutt_lanmary,Parking privé à usage public,"RD69, 24420 Antonne-et-Trigonant",24011,2,22.0,True,True,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2021-06-17,2021-10-22,2023-02-26T08:52:49Z,0.822814,45.239039,0.3,,,,
RossiniEnergy,RossiniEnergy,Golf_Bauge,Parking privé à usage public,"Route de Tours, Bordé 49150 Baugé en Anjou",49018,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-05-05,2022-05-20,2023-02-26T08:52:49Z,-0.0763035,47.5380938,0.3,,,,
RossiniEnergy,RossiniEnergy,Golf_Bauge,Parking privé à usage public,"Route de Tours, Bordé 49150 Baugé en Anjou",49018,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-05-05,2022-05-20,2023-02-26T08:52:49Z,-0.0763035,47.5380938,0.3,,,,
RossiniEnergy,RossiniEnergy,Golf_Bauge,Parking privé à usage public,"Route de Tours, Bordé 49150 Baugé en Anjou",49018,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-05-05,2022-05-20,2023-02-26T08:52:49Z,-0.0763035,47.5380938,0.3,,,,
RossiniEnergy,RossiniEnergy,Golf_Bauge,Parking privé à usage public,"Route de Tours, Bordé 49150 Baugé en Anjou",49018,4,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-05-05,2022-05-20,2023-02-26T08:52:49Z,-0.0763035,47.5380938,0.3,,,,
RossiniEnergy,RossiniEnergy,Commissariat_Mairie_Wingles,Parking privé à usage public,"Place Jean Jaurès, 62410 Wingles",62895,1,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-05-23,2022-06-17,2023-02-26T08:52:49Z,50.494725,50.494725,0.3,,,,
RossiniEnergy,RossiniEnergy,Sifom,Parking privé à usage public,"Z Activité Loire Longué, 49160 Longué-Jumelles",49180,1,22.0,False,False,False,False,False,False,True,True,False,24/7,Accessible mais non réservé PMR,2022-06-20,2022-07-12,2023-02-26T08:52:49Z,-0.060956,47.429416,0.3,,,,
le Relais,le relais,le relais,Parking privé réservé à la clientèle,184 route de Voiteur 39210 Le Vernois,39553,1,22.0,False,True,False,False,False,False,True,True,True,24/7,Réservé PMR,2021-05-01,2021-07-15,2023-02-26T08:52:46Z,5.56,46.74,,,,,
EVBOX,EVBOX,LP Automobile,Parking privé à usage public,"15, Rue Alain Bombard",29470,1,22.0,False,True,False,False,False,False,False,False,True,24/7,Accessible mais non réservé PMR,2021-12-02,2021-12-27,2023-02-26T08:52:27Z,4.348885488640659,48.38603775039389,0.0039,,,,
EVBOX,EVBOX,LP Automobile,Parking privé à usage public,"15, Rue Alain Bombard",29470,1,22.0,False,True,False,False,False,False,False,False,True,24/7,Accessible mais non réservé PMR,2021-12-02,2021-12-27,2023-02-26T08:52:23Z,4.348885488640659,48.38603775039389,0.0039,,,,
CAR2PLUG,CAMPING LE PLO,CAMPING LES AMARINES,Parking privé à usage public,route de lavernhe  recoules-prévinquieres 12150 Séverac D’Aveyron,12270,1,7.36,False,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-22,2021-12-22,2023-02-26T08:52:21Z,2.973692757762949,44.33852129529498,0.3,,,,
CAR2PLUG,KALLISTE RIVE SUD,KALLISTE RIVE SUD,Parking privé réservé à la clientèle,Route de MOLINI 20166 Albitreccia,2A008,1,11.04,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-04-11,2022-04-11,2023-02-26T08:52:20Z,8.7970384,41.85874031254947,0.4,,2A,Corse-du-Sud,Corse
CAR2PLUG,CAMPING LE PLO,CAMPING LE PLO,Parking privé à usage public,route de lavernhe  recoules-prévinquieres 12150 Séverac D’Aveyron,12270,1,7.36,False,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-22,2021-12-22,2023-02-26T08:52:20Z,2.973692757762949,44.33852129529498,0.3,,,,
CAR2PLUG,LA RIVE CIELA VILLAGE,LA RIVE CIELA VILLAGE,Parking privé à usage public,"6523 Route de Bordeaux, 40600",40046,1,11.04,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-05-31,2022-05-31,2023-02-26T08:52:20Z,-1.130048315345508,44.46056813187505,0.4,,,,
CAR2PLUG,LA RIVE CIELA VILLAGE,LA RIVE CIELA VILLAGE,Parking privé à usage public,"6523 Route de Bordeaux, 40600",40046,1,11.04,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-05-31,2022-05-31,2023-02-26T08:52:20Z,-1.130048315345508,44.46056813187505,0.4,,,,
CAR2PLUG,CAMPING LE PLO,CAMPING LE PLO,Parking privé à usage public,route de lavernhe  recoules-prévinquieres 12150 Séverac D’Aveyron,12270,1,7.36,False,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2021-12-22,2021-12-22,2023-02-26T08:52:19Z,2.973692757762949,44.33852129529498,0.3,,,,
CAR2PLUG,LA RIVE CIELA VILLAGE,LA RIVE CIELA VILLAGE,Parking privé à usage public,"6523 Route de Bordeaux, 40600",40046,1,11.04,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-05-31,2022-05-31,2023-02-26T08:52:19Z,-1.130048315345508,44.46056813187505,0.4,,,,
CAR2PLUG,LA RIVE CIELA VILLAGE,LA RIVE CIELA VILLAGE,Parking privé à usage public,"6523 Route de Bordeaux, 40600",40046,1,11.04,True,True,False,False,False,False,True,True,True,24/7,Accessible mais non réservé PMR,2022-05-31,2022-05-31,2023-02-26T08:52:19Z,-1.130048315345508,44.46056813187505,0.4,,,,
Bouygues E&S,Vauclus Elec,CARPENTRAS - Parking Gare Pem - Gauche,Voirie,Parking Gare PEM - gauche,84200,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2020-08-11,2022-06-23,2023-02-26T08:52:01Z,5.045598030090332,44.46756744384766,1.0081818181818183,,,,
Bouygues E&S,Vauclus Elec,CARPENTRAS - Parking Gare Pem - Gauche,Voirie,Parking Gare PEM - gauche,84200,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2020-08-16,2022-06-23,2023-02-26T08:52:01Z,5.045598030090332,44.46756744384766,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),JOUY-LE-MOUTIER - Avenue Des Bruzacques,Voirie,Avenue Des Bruzacques,95280,2,3.7,True,True,False,False,False,False,False,False,True,24/7,Accessibilité inconnue,2021-02-09,2022-06-23,2023-02-26T08:52:01Z,2.042421102523804,49.1241683959961,1.0008108108108107,,,,
Bouygues E&S,Seymaborne (SEY78),JOUY-LE-MOUTIER - Avenue Des Bruzacques,Voirie,Avenue Des Bruzacques,95280,2,3.7,True,True,False,False,False,False,False,False,True,24/7,Accessibilité inconnue,2021-03-05,2022-06-23,2023-02-26T08:52:01Z,2.042421102523804,49.1241683959961,1.0008108108108107,,,,
Bouygues E&S,pass pass électrique,FOURMIES - Rue des étangs,Voirie,Rue des étangs,59610,2,22.0,True,True,False,False,False,False,False,False,True,24/7,Accessibilité inconnue,2020-01-28,2022-06-23,2023-02-26T08:52:01Z,4.063582897186279,50.788879394531,0.1096363636363636,,,,
Bouygues E&S,pass pass électrique,FOURMIES - Rue des étangs,Voirie,Rue des étangs,59610,2,3.7,True,True,False,False,False,False,False,False,True,24/7,Accessibilité inconnue,2020-01-28,2022-06-23,2023-02-26T08:52:01Z,4.063582897186279,50.788879394531,0.6518918918918919,,,,
Bouygues E&S,Révéo,LACAVE - Place de l'église,Voirie,Place de l'église,46144,2,36.0,True,True,True,True,False,False,False,True,True,24/7,Accessibilité inconnue,2018-07-17,2022-06-23,2023-02-26T08:52:01Z,1.557049036026001,44.84499740600586,0.4,,,,
Bouygues E&S,Révéo,LACAVE - Place de l'église,Voirie,Place de l'église,46144,2,36.0,True,True,True,True,False,False,False,True,True,24/7,Accessibilité inconnue,2021-05-10,2022-06-23,2023-02-26T08:52:01Z,1.557049036026001,44.84499740600586,0.4,,,,
Bouygues E&S,Seymaborne (SEY78),BONNIERES-SUR-SEINE - Rue Des Caboches - Gauche,Voirie,Rue Des Caboches - Gauche,78270,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-03-03,2022-06-23,2023-02-26T08:52:01Z,1.579712986946106,49.32073974609375,1.0081818181818183,,,,
Bouygues E&S,CPO Alizé Liberté Public,FONTAN - Quai De La Roya,Voirie,Quai De La Roya,06550,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2019-06-28,2022-06-23,2023-02-26T08:52:01Z,7.554498195648193,44.24299621582,1.0081818181818183,,,,
Bouygues E&S,CPO Alizé Liberté Public,FONTAN - Quai De La Roya,Voirie,Quai De La Roya,06550,2,3.7,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2019-06-07,2022-06-23,2023-02-26T08:52:01Z,7.554498195648193,44.24299621582,1.0008108108108107,,,,
Bouygues E&S,CPO Alizé Liberté Public,LA BRIGUE - Avenue Du Général De Gaulle,Voirie,Avenue Du Général De Gaulle,06430,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2019-05-24,2022-06-23,2023-02-26T08:52:01Z,7.616321086883545,44.6334686279297,1.0081818181818183,,,,
Bouygues E&S,CPO Alizé Liberté Public,LA BRIGUE - Avenue Du Général De Gaulle,Voirie,Avenue Du Général De Gaulle,06430,2,3.7,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2019-05-31,2022-06-23,2023-02-26T08:52:01Z,7.616321086883545,44.6334686279297,1.0008108108108107,,,,
Bouygues E&S,Seymaborne (SEY78),BONNIERES-SUR-SEINE - Rue Des Caboches - Droite,Voirie,Rue Des Caboches - Droite,78270,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-03-23,2022-06-23,2023-02-26T08:52:01Z,1.5795910358428955,49.3225326538086,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),BONNIERES-SUR-SEINE - Rue Des Caboches - Droite,Voirie,Rue Des Caboches - Droite,78270,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-03-18,2022-06-23,2023-02-26T08:52:01Z,1.5795910358428955,49.3225326538086,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),BONNIERES-SUR-SEINE - Rue Des Caboches - Gauche,Voirie,Rue Des Caboches - Gauche,78270,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-05-12,2022-06-23,2023-02-26T08:52:01Z,1.579712986946106,49.32073974609375,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),VAUX-SUR-SEINE - Place De La Gare,Voirie,Place De La Gare,78740,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-03-16,2022-06-23,2023-02-26T08:52:01Z,1.9636729955673216,49.6893157958984,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),CONFLANS-SAINTE-HONORINE - Place De La Liberté,Voirie,Place De La Liberté,78700,2,3.7,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-03-20,2022-06-23,2023-02-26T08:52:01Z,2.1162800788879395,49.5157470703125,1.0008108108108107,,,,
Bouygues E&S,Seymaborne (SEY78),CONFLANS-SAINTE-HONORINE - Place De La Liberté,Voirie,Place De La Liberté,78700,2,3.7,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-02-23,2022-06-23,2023-02-26T08:52:01Z,2.1162800788879395,49.5157470703125,1.0008108108108107,,,,
Bouygues E&S,Seymaborne (SEY78),GUITRANCOURT - Rue André Touraud,Voirie,Rue André Touraud,78440,2,3.7,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2020-12-14,2022-06-23,2023-02-26T08:52:01Z,1.7773699760437012,49.828170776367,1.0008108108108107,,,,
Bouygues E&S,Seymaborne (SEY78),JAMBVILLE - Rue Du Regard,Voirie,Rue Du Regard,78440,2,3.7,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-03-28,2022-06-23,2023-02-26T08:52:01Z,1.850597023963928,49.4696273803711,1.0008108108108107,,,,
Bouygues E&S,Seymaborne (SEY78),JAMBVILLE - Rue Du Regard,Voirie,Rue Du Regard,78440,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-01-31,2022-06-23,2023-02-26T08:52:01Z,1.850597023963928,49.4696273803711,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),GUITRANCOURT - Rue André Touraud,Voirie,Rue André Touraud,78440,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2020-12-18,2022-06-23,2023-02-26T08:52:01Z,1.7773699760437012,49.828170776367,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),VAUX-SUR-SEINE - Place De La Gare,Voirie,Place De La Gare,78740,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-03-15,2022-06-23,2023-02-26T08:52:01Z,1.9636729955673216,49.6893157958984,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),VAUX-SUR-SEINE - Parking De La Mairie,Voirie,Parking De La Mairie,78740,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-07-17,2022-06-23,2023-02-26T08:52:01Z,1.9627629518508911,49.521469116211,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),VAUX-SUR-SEINE - Parking De La Mairie,Voirie,Parking De La Mairie,78740,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-03-12,2022-06-23,2023-02-26T08:52:01Z,1.9627629518508911,49.521469116211,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),SAINT-MARTIN-LA-GARENNE - Chemin De La Désirée,Voirie,Chemin De La Désirée,78520,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-02-22,2022-06-23,2023-02-26T08:52:01Z,1.6894619464874268,49.4033660888672,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),SAINT-MARTIN-LA-GARENNE - Chemin De La Désirée,Voirie,Chemin De La Désirée,78520,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-09-19,2022-06-23,2023-02-26T08:52:01Z,1.6894619464874268,49.4033660888672,1.0081818181818183,,,,
Bouygues E&S,Seymaborne (SEY78),MEULAN-EN-YVELINES - Rue Des écoles,Voirie,Rue Des coles,78250,2,3.7,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-01-09,2022-06-23,2023-02-26T08:52:01Z,1.9101799726486208,49.524139404297,1.0008108108108107,,,,
Bouygues E&S,Seymaborne (SEY78),MEULAN-EN-YVELINES - Rue Des écoles,Voirie,Rue Des coles,78250,2,22.0,True,True,False,False,False,False,False,True,True,24/7,Accessibilité inconnue,2021-01-02,2022-06-23,2023-02-26T08:52:01Z,1.9101799726486208,49.524139404297,1.0081818181818183,,,,
Bouygues E&S,Révéo,SERVIAN - Parking Covoiturage D18 - RN113,Voirie,Parking Covoiturage D18 - RN113,34300,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2018-12-30,2022-06-23,2023-02-26T08:52:01Z,3.3353805541992188,43.396427154541016,0.5572727272727273,,,,
Bouygues E&S,Révéo,SERVIAN - Parking Covoiturage D18 - RN113,Voirie,Parking Covoiturage D18 - RN113,34300,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-04-27,2022-06-23,2023-02-26T08:52:01Z,3.3353805541992188,43.396427154541016,0.5572727272727273,,,,
Bouygues E&S,Révéo,SERVIAN - Parking Covoiturage,Voirie,Parking Covoiturage,34300,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-07-07,2022-06-23,2023-02-26T08:52:01Z,3.335267782211304,43.396484375,0.5572727272727273,,,,
Bouygues E&S,Révéo,SERVIAN - Parking Covoiturage,Voirie,Parking Covoiturage,34300,2,22.0,True,True,False,False,True,False,False,False,True,24/7,Accessibilité inconnue,2019-03-21,2022-06-23,2023-02-26T08:52:01Z,3.335267782211304,43.396484375,0.5572727272727273,,,,
